materials Del_P Pipe_D angle Inlet_V Density Viscosity "Elbow angle"
123 0.1287274 0.043 1.2566 0.005 998.0 0.0009737 72.0
124 0.10138276 0.0493 1.2566 0.005 998.0 0.0009737 72.0
125 0.082234701 0.0557 1.2566 0.005 998.0 0.0009737 72.0
126 0.068359214 0.062 1.2566 0.005 998.0 0.0009737 72.0
127 0.057804479 0.0683 1.2566 0.005 998.0 0.0009737 72.0
128 0.049775151 0.0747 1.2566 0.005 998.0 0.0009737 72.0
129 0.043369119 0.081 1.2566 0.005 998.0 0.0009737 72.0
130 0.038153976 0.0873 1.2566 0.005 998.0 0.0009737 72.0
131 0.033989697 0.0937 1.2566 0.005 998.0 0.0009737 72.0
132 0.030451393 0.1 1.2566 0.005 998.0 0.0009737 72.0
141 7.2352015 0.005 1.4661 0.005 998.0 0.0009737 84.0
142 1.4843819 0.0113 1.4661 0.005 998.0 0.0009737 84.0
143 0.37374288 0.024 1.4661 0.005 998.0 0.0009737 84.0
144 0.24586506 0.0303 1.4661 0.005 998.0 0.0009737 84.0
145 0.17594079 0.0367 1.4661 0.005 998.0 0.0009737 84.0
146 0.13306504 0.043 1.4661 0.005 998.0 0.0009737 84.0
147 0.1047359 0.0493 1.4661 0.005 998.0 0.0009737 84.0
148 0.084976043 0.0557 1.4661 0.005 998.0 0.0009737 84.0
149 0.070564481 0.062 1.4661 0.005 998.0 0.0009737 84.0
150 0.059652283 0.0683 1.4661 0.005 998.0 0.0009737 84.0
151 0.051251758 0.0747 1.4661 0.005 998.0 0.0009737 84.0
152 0.044618696 0.081 1.4661 0.005 998.0 0.0009737 84.0
153 0.039281711 0.0873 1.4661 0.005 998.0 0.0009737 84.0
154 0.031293118 0.1 1.4661 0.005 998.0 0.0009737 84.0
155 7.3895992 0.005 1.6755 0.005 998.0 0.0009737 96.0
156 1.521277 0.0113 1.6755 0.005 998.0 0.0009737 96.0
157 0.66817144 0.0177 1.6755 0.005 998.0 0.0009737 96.0
158 0.25219461 0.0303 1.6755 0.005 998.0 0.0009737 96.0
159 0.18015086 0.0367 1.6755 0.005 998.0 0.0009737 96.0
160 0.13604143 0.043 1.6755 0.005 998.0 0.0009737 96.0
161 0.10691614 0.0493 1.6755 0.005 998.0 0.0009737 96.0
162 0.086601646 0.0557 1.6755 0.005 998.0 0.0009737 96.0
163 0.071808622 0.062 1.6755 0.005 998.0 0.0009737 96.0
164 0.060612665 0.0683 1.6755 0.005 998.0 0.0009737 96.0
165 0.052055573 0.0747 1.6755 0.005 998.0 0.0009737 96.0
166 0.045250827 0.081 1.6755 0.005 998.0 0.0009737 96.0
167 0.039687274 0.0873 1.6755 0.005 998.0 0.0009737 96.0
168 0.035291089 0.0937 1.6755 0.005 998.0 0.0009737 96.0
169 0.031495776 0.1 1.6755 0.005 998.0 0.0009737 96.0
177 7.5273733 0.005 1.885 0.005 998.0 0.0009737 108.0
178 0.68303447 0.0177 1.885 0.005 998.0 0.0009737 108.0
179 0.39153714 0.024 1.885 0.005 998.0 0.0009737 108.0
180 0.25713142 0.0303 1.885 0.005 998.0 0.0009737 108.0
181 0.13826644 0.043 1.885 0.005 998.0 0.0009737 108.0
182 0.10844896 0.0493 1.885 0.005 998.0 0.0009737 108.0
183 0.087660338 0.0557 1.885 0.005 998.0 0.0009737 108.0
184 0.072546528 0.062 1.885 0.005 998.0 0.0009737 108.0
185 0.061237441 0.0683 1.885 0.005 998.0 0.0009737 108.0
186 0.052390304 0.0747 1.885 0.005 998.0 0.0009737 108.0
187 0.045545557 0.081 1.885 0.005 998.0 0.0009737 108.0
188 0.035323287 0.0937 1.885 0.005 998.0 0.0009737 108.0
189 0.031553668 0.1 1.885 0.005 998.0 0.0009737 108.0
191 1.5910451 0.0113 2.0944 0.005 998.0 0.0009737 120.0
193 0.69784884 0.0177 2.0944 0.005 998.0 0.0009737 120.0
194 0.39942446 0.024 2.0944 0.005 998.0 0.0009737 120.0
196 0.26188889 0.0303 2.0944 0.005 998.0 0.0009737 120.0
198 0.14031063 0.043 2.0944 0.005 998.0 0.0009737 120.0
200 0.10988132 0.0493 2.0944 0.005 998.0 0.0009737 120.0
201 0.088700421 0.0557 2.0944 0.005 998.0 0.0009737 120.0
203 0.073392586 0.062 2.0944 0.005 998.0 0.0009737 120.0
205 0.052996663 0.0747 2.0944 0.005 998.0 0.0009737 120.0
207 0.045896213 0.081 2.0944 0.005 998.0 0.0009737 120.0
208 0.040273529 0.0873 2.0944 0.005 998.0 0.0009737 120.0
210 7.8153956 0.005 2.3038 0.005 998.0 0.0009737 132.0
211 1.6238186 0.0113 2.3038 0.005 998.0 0.0009737 132.0
212 0.71175065 0.0177 2.3038 0.005 998.0 0.0009737 132.0
213 0.26635297 0.0303 2.3038 0.005 998.0 0.0009737 132.0
214 0.18953611 0.0367 2.3038 0.005 998.0 0.0009737 132.0
215 0.14252481 0.043 2.3038 0.005 998.0 0.0009737 132.0
216 0.11162038 0.0493 2.3038 0.005 998.0 0.0009737 132.0
217 0.090116174 0.0557 2.3038 0.005 998.0 0.0009737 132.0
218 0.074434742 0.062 2.3038 0.005 998.0 0.0009737 132.0
219 0.062751095 0.0683 2.3038 0.005 998.0 0.0009737 132.0
220 0.053859507 0.0747 2.3038 0.005 998.0 0.0009737 132.0
221 0.046786187 0.081 2.3038 0.005 998.0 0.0009737 132.0
222 0.041028523 0.0873 2.3038 0.005 998.0 0.0009737 132.0
223 0.036400204 0.0937 2.3038 0.005 998.0 0.0009737 132.0
224 0.032564433 0.1 2.3038 0.005 998.0 0.0009737 132.0
234 7.958773 0.005 2.5133 0.005 998.0 0.0009737 144.0
235 1.656307 0.0113 2.5133 0.005 998.0 0.0009737 144.0
236 0.72562149 0.0177 2.5133 0.005 998.0 0.0009737 144.0
237 0.41421583 0.024 2.5133 0.005 998.0 0.0009737 144.0
238 0.27117263 0.0303 2.5133 0.005 998.0 0.0009737 144.0
239 0.19284436 0.0367 2.5133 0.005 998.0 0.0009737 144.0
240 0.14508872 0.043 2.5133 0.005 998.0 0.0009737 144.0
241 0.113683 0.0493 2.5133 0.005 998.0 0.0009737 144.0
242 0.091756563 0.0557 2.5133 0.005 998.0 0.0009737 144.0
243 0.075929489 0.062 2.5133 0.005 998.0 0.0009737 144.0
244 0.064176686 0.0683 2.5133 0.005 998.0 0.0009737 144.0
245 0.055050336 0.0747 2.5133 0.005 998.0 0.0009737 144.0
246 0.047788328 0.081 2.5133 0.005 998.0 0.0009737 144.0
247 0.042029747 0.0873 2.5133 0.005 998.0 0.0009737 144.0
248 0.037376386 0.0937 2.5133 0.005 998.0 0.0009737 144.0
249 0.033427908 0.1 2.5133 0.005 998.0 0.0009737 144.0
250 8.1101214 0.005 2.7227 0.005 998.0 0.0009737 156.0
251 1.6888179 0.0113 2.7227 0.005 998.0 0.0009737 156.0
252 0.73935558 0.0177 2.7227 0.005 998.0 0.0009737 156.0
253 0.42207753 0.024 2.7227 0.005 998.0 0.0009737 156.0
254 0.27620426 0.0303 2.7227 0.005 998.0 0.0009737 156.0
255 0.19650883 0.0367 2.7227 0.005 998.0 0.0009737 156.0
256 0.14794705 0.043 2.7227 0.005 998.0 0.0009737 156.0
257 0.11593387 0.0493 2.7227 0.005 998.0 0.0009737 156.0
258 0.093880374 0.0557 2.7227 0.005 998.0 0.0009737 156.0
259 0.077801808 0.062 2.7227 0.005 998.0 0.0009737 156.0
260 0.065632921 0.0683 2.7227 0.005 998.0 0.0009737 156.0
261 0.056457097 0.0747 2.7227 0.005 998.0 0.0009737 156.0
262 0.049126488 0.081 2.7227 0.005 998.0 0.0009737 156.0
263 0.043157409 0.0873 2.7227 0.005 998.0 0.0009737 156.0
264 0.038412788 0.0937 2.7227 0.005 998.0 0.0009737 156.0
274 8.2449979 0.005 2.9322 0.005 998.0 0.0009737 168.0
275 1.7201894 0.0113 2.9322 0.005 998.0 0.0009737 168.0
276 0.75408976 0.0177 2.9322 0.005 998.0 0.0009737 168.0
277 0.43029855 0.024 2.9322 0.005 998.0 0.0009737 168.0
278 0.28156501 0.0303 2.9322 0.005 998.0 0.0009737 168.0
279 0.20042399 0.0367 2.9322 0.005 998.0 0.0009737 168.0
280 0.15092111 0.043 2.9322 0.005 998.0 0.0009737 168.0
281 0.11863257 0.0493 2.9322 0.005 998.0 0.0009737 168.0
282 0.096109086 0.0557 2.9322 0.005 998.0 0.0009737 168.0
283 0.079751878 0.062 2.9322 0.005 998.0 0.0009737 168.0
284 0.067469505 0.0683 2.9322 0.005 998.0 0.0009737 168.0
285 0.057855666 0.0747 2.9322 0.005 998.0 0.0009737 168.0
286 0.050381353 0.081 2.9322 0.005 998.0 0.0009737 168.0
287 0.044363864 0.0873 2.9322 0.005 998.0 0.0009737 168.0
288 0.039535561 0.0937 2.9322 0.005 998.0 0.0009737 168.0
290 1.7531244 0.0113 3.1416 0.005 998.0 0.0009737 180.0
292 0.76858414 0.0177 3.1416 0.005 998.0 0.0009737 180.0
293 0.43876606 0.024 3.1416 0.005 998.0 0.0009737 180.0
295 0.28717414 0.0303 3.1416 0.005 998.0 0.0009737 180.0
298 0.12138131 0.0493 3.1416 0.005 998.0 0.0009737 180.0
299 0.098461874 0.0557 3.1416 0.005 998.0 0.0009737 180.0
301 0.081802351 0.062 3.1416 0.005 998.0 0.0009737 180.0
303 0.059583294 0.0747 3.1416 0.005 998.0 0.0009737 180.0
305 0.045610093 0.0873 3.1416 0.005 998.0 0.0009737 180.0
306 0.040657841 0.0937 3.1416 0.005 998.0 0.0009737 180.0
308 1.4551755 0.0113 0.0175 0.006 998.0 0.0009737 1.0
309 0.6000255 0.0177 0.0175 0.006 998.0 0.0009737 1.0
310 0.20363008 0.0303 0.0175 0.006 998.0 0.0009737 1.0
311 0.077147496 0.0493 0.0175 0.006 998.0 0.0009737 1.0
312 0.060631835 0.0557 0.0175 0.006 998.0 0.0009737 1.0
313 0.048909128 0.062 0.0175 0.006 998.0 0.0009737 1.0
314 0.040288437 0.0683 0.0175 0.006 998.0 0.0009737 1.0
315 0.033764185 0.0747 0.0175 0.006 998.0 0.0009737 1.0
316 0.028709266 0.081 0.0175 0.006 998.0 0.0009737 1.0
317 0.024745159 0.0873 0.0175 0.006 998.0 0.0009737 1.0
318 0.0214931 0.0937 0.0175 0.006 998.0 0.0009737 1.0
319 0.018867363 0.1 0.0175 0.006 998.0 0.0009737 1.0
320 7.6205267 0.005 0.2094 0.006 998.0 0.0009737 12.0
321 1.4895716 0.0113 0.2094 0.006 998.0 0.0009737 12.0
322 0.61741159 0.0177 0.2094 0.006 998.0 0.0009737 12.0
323 0.33746603 0.024 0.2094 0.006 998.0 0.0009737 12.0
324 0.21321283 0.0303 0.2094 0.006 998.0 0.0009737 12.0
325 0.14727725 0.0367 0.2094 0.006 998.0 0.0009737 12.0
326 0.10807256 0.043 0.2094 0.006 998.0 0.0009737 12.0
327 0.053371519 0.062 0.2094 0.006 998.0 0.0009737 12.0
328 0.037400353 0.0747 0.2094 0.006 998.0 0.0009737 12.0
329 0.032007395 0.081 0.2094 0.006 998.0 0.0009737 12.0
330 0.027732993 0.0873 0.2094 0.006 998.0 0.0009737 12.0
331 0.024296663 0.0937 0.2094 0.006 998.0 0.0009737 12.0
332 0.021459553 0.1 0.2094 0.006 998.0 0.0009737 12.0
333 7.7952089 0.005 0.4189 0.006 998.0 0.0009737 24.0
334 1.538325 0.0113 0.4189 0.006 998.0 0.0009737 24.0
335 0.3595238 0.024 0.4189 0.006 998.0 0.0009737 24.0
336 0.23042615 0.0303 0.4189 0.006 998.0 0.0009737 24.0
337 0.16091745 0.0367 0.4189 0.006 998.0 0.0009737 24.0
338 0.11909229 0.043 0.4189 0.006 998.0 0.0009737 24.0
339 0.091901741 0.0493 0.4189 0.006 998.0 0.0009737 24.0
340 0.073174879 0.0557 0.4189 0.006 998.0 0.0009737 24.0
341 0.059638796 0.062 0.4189 0.006 998.0 0.0009737 24.0
342 0.049671038 0.0683 0.4189 0.006 998.0 0.0009737 24.0
343 0.041996172 0.0747 0.4189 0.006 998.0 0.0009737 24.0
344 0.035991697 0.081 0.4189 0.006 998.0 0.0009737 24.0
345 0.031149831 0.0873 0.4189 0.006 998.0 0.0009737 24.0
346 0.027349647 0.0937 0.4189 0.006 998.0 0.0009737 24.0
347 0.024120264 0.1 0.4189 0.006 998.0 0.0009737 24.0
348 7.979384 0.005 0.6283 0.006 998.0 0.0009737 36.0
349 1.5967233 0.0113 0.6283 0.006 998.0 0.0009737 36.0
350 0.68285814 0.0177 0.6283 0.006 998.0 0.0009737 36.0
351 0.38499704 0.024 0.6283 0.006 998.0 0.0009737 36.0
352 0.24935849 0.0303 0.6283 0.006 998.0 0.0009737 36.0
353 0.13112082 0.043 0.6283 0.006 998.0 0.0009737 36.0
354 0.10185218 0.0493 0.6283 0.006 998.0 0.0009737 36.0
355 0.081658167 0.0557 0.6283 0.006 998.0 0.0009737 36.0
356 0.067112802 0.062 0.6283 0.006 998.0 0.0009737 36.0
357 0.056258979 0.0683 0.6283 0.006 998.0 0.0009737 36.0
358 0.047925631 0.0747 0.6283 0.006 998.0 0.0009737 36.0
359 0.041386472 0.081 0.6283 0.006 998.0 0.0009737 36.0
360 0.032012608 0.0937 0.6283 0.006 998.0 0.0009737 36.0
361 0.028397091 0.1 0.6283 0.006 998.0 0.0009737 36.0
362 8.16936 0.005 0.8378 0.006 998.0 0.0009737 48.0
363 1.65547 0.0113 0.8378 0.006 998.0 0.0009737 48.0
364 0.71901382 0.0177 0.8378 0.006 998.0 0.0009737 48.0
365 0.40976069 0.024 0.8378 0.006 998.0 0.0009737 48.0
366 0.26800854 0.0303 0.8378 0.006 998.0 0.0009737 48.0
367 0.19055088 0.0367 0.8378 0.006 998.0 0.0009737 48.0
368 0.14347264 0.043 0.8378 0.006 998.0 0.0009737 48.0
369 0.11238852 0.0493 0.8378 0.006 998.0 0.0009737 48.0
370 0.090811967 0.0557 0.8378 0.006 998.0 0.0009737 48.0
371 0.063340842 0.0683 0.8378 0.006 998.0 0.0009737 48.0
372 0.054388968 0.0747 0.8378 0.006 998.0 0.0009737 48.0
373 0.047237166 0.081 0.8378 0.006 998.0 0.0009737 48.0
374 0.04136414 0.0873 0.8378 0.006 998.0 0.0009737 48.0
375 0.036694803 0.0937 0.8378 0.006 998.0 0.0009737 48.0
376 8.3696917 0.005 1.0472 0.006 998.0 0.0009737 60.0
377 1.7163007 0.0113 1.0472 0.006 998.0 0.0009737 60.0
378 0.75317136 0.0177 1.0472 0.006 998.0 0.0009737 60.0
379 0.43246196 0.024 1.0472 0.006 998.0 0.0009737 60.0
380 0.28464398 0.0303 1.0472 0.006 998.0 0.0009737 60.0
381 0.20362229 0.0367 1.0472 0.006 998.0 0.0009737 60.0
382 0.15404953 0.043 1.0472 0.006 998.0 0.0009737 60.0
383 0.12128923 0.0493 1.0472 0.006 998.0 0.0009737 60.0
384 0.098402832 0.0557 1.0472 0.006 998.0 0.0009737 60.0
385 0.081893343 0.062 1.0472 0.006 998.0 0.0009737 60.0
386 0.069345606 0.0683 1.0472 0.006 998.0 0.0009737 60.0
387 0.059653886 0.0747 1.0472 0.006 998.0 0.0009737 60.0
388 0.052022594 0.081 1.0472 0.006 998.0 0.0009737 60.0
389 0.04578836 0.0873 1.0472 0.006 998.0 0.0009737 60.0
390 0.036754816 0.1 1.0472 0.006 998.0 0.0009737 60.0
391 8.5512705 0.005 1.2566 0.006 998.0 0.0009737 72.0
392 1.7721559 0.0113 1.2566 0.006 998.0 0.0009737 72.0
393 0.78218708 0.0177 1.2566 0.006 998.0 0.0009737 72.0
394 0.45122219 0.024 1.2566 0.006 998.0 0.0009737 72.0
395 0.29786385 0.0303 1.2566 0.006 998.0 0.0009737 72.0
396 0.16208734 0.043 1.2566 0.006 998.0 0.0009737 72.0
397 0.12788734 0.0493 1.2566 0.006 998.0 0.0009737 72.0
398 0.10384163 0.0557 1.2566 0.006 998.0 0.0009737 72.0
399 0.086535329 0.062 1.2566 0.006 998.0 0.0009737 72.0
400 0.07329373 0.0683 1.2566 0.006 998.0 0.0009737 72.0
401 0.063251602 0.0747 1.2566 0.006 998.0 0.0009737 72.0
402 0.055230526 0.081 1.2566 0.006 998.0 0.0009737 72.0
403 0.048707006 0.0873 1.2566 0.006 998.0 0.0009737 72.0
404 0.043500767 0.0937 1.2566 0.006 998.0 0.0009737 72.0
405 0.039055188 0.1 1.2566 0.006 998.0 0.0009737 72.0
406 8.7388144 0.005 1.4661 0.006 998.0 0.0009737 84.0
407 0.80763347 0.0177 1.4661 0.006 998.0 0.0009737 84.0
408 0.46616784 0.024 1.4661 0.006 998.0 0.0009737 84.0
409 0.30780717 0.0303 1.4661 0.006 998.0 0.0009737 84.0
410 0.22089661 0.0367 1.4661 0.006 998.0 0.0009737 84.0
411 0.1674029 0.043 1.4661 0.006 998.0 0.0009737 84.0
412 0.10727803 0.0557 1.4661 0.006 998.0 0.0009737 84.0
413 0.08922981 0.062 1.4661 0.006 998.0 0.0009737 84.0
414 0.075512757 0.0683 1.4661 0.006 998.0 0.0009737 84.0
415 0.056703893 0.081 1.4661 0.006 998.0 0.0009737 84.0
416 0.050011961 0.0873 1.4661 0.006 998.0 0.0009737 84.0
417 0.044603096 0.0937 1.4661 0.006 998.0 0.0009737 84.0
418 8.9321396 0.005 1.6755 0.006 998.0 0.0009737 96.0
419 1.8686803 0.0113 1.6755 0.006 998.0 0.0009737 96.0
420 0.82879016 0.0177 1.6755 0.006 998.0 0.0009737 96.0
421 0.47799513 0.024 1.6755 0.006 998.0 0.0009737 96.0
422 0.13440978 0.0493 1.6755 0.006 998.0 0.0009737 96.0
423 0.10903422 0.0557 1.6755 0.006 998.0 0.0009737 96.0
424 0.09050865 0.062 1.6755 0.006 998.0 0.0009737 96.0
425 0.065782755 0.0747 1.6755 0.006 998.0 0.0009737 96.0
426 0.057250706 0.081 1.6755 0.006 998.0 0.0009737 96.0
427 0.050265865 0.0873 1.6755 0.006 998.0 0.0009737 96.0
428 0.044758283 0.0937 1.6755 0.006 998.0 0.0009737 96.0
429 0.040012042 0.1 1.6755 0.006 998.0 0.0009737 96.0
430 9.1049381 0.005 1.885 0.006 998.0 0.0009737 108.0
431 1.9121486 0.0113 1.885 0.006 998.0 0.0009737 108.0
432 0.84674973 0.0177 1.885 0.006 998.0 0.0009737 108.0
433 0.48753563 0.024 1.885 0.006 998.0 0.0009737 108.0
434 0.32100479 0.0303 1.885 0.006 998.0 0.0009737 108.0
435 0.22934454 0.0367 1.885 0.006 998.0 0.0009737 108.0
436 0.17312451 0.043 1.885 0.006 998.0 0.0009737 108.0
437 0.13595227 0.0493 1.885 0.006 998.0 0.0009737 108.0
438 0.091098644 0.062 1.885 0.006 998.0 0.0009737 108.0
439 0.077046948 0.0683 1.885 0.006 998.0 0.0009737 108.0
440 0.057451532 0.081 1.885 0.006 998.0 0.0009737 108.0
441 0.050300666 0.0873 1.885 0.006 998.0 0.0009737 108.0
442 0.044614694 0.0937 1.885 0.006 998.0 0.0009737 108.0
443 0.039914817 0.1 1.885 0.006 998.0 0.0009737 108.0
444 9.2937371 0.005 2.0944 0.006 998.0 0.0009737 120.0
445 1.9549264 0.0113 2.0944 0.006 998.0 0.0009737 120.0
446 0.86439835 0.0177 2.0944 0.006 998.0 0.0009737 120.0
447 0.3264407 0.0303 2.0944 0.006 998.0 0.0009737 120.0
448 0.17532354 0.043 2.0944 0.006 998.0 0.0009737 120.0
449 0.13747368 0.0493 2.0944 0.006 998.0 0.0009737 120.0
450 0.1111154 0.0557 2.0944 0.006 998.0 0.0009737 120.0
451 0.077821779 0.0683 2.0944 0.006 998.0 0.0009737 120.0
452 0.066768591 0.0747 2.0944 0.006 998.0 0.0009737 120.0
453 0.057853111 0.081 2.0944 0.006 998.0 0.0009737 120.0
454 0.050839374 0.0873 2.0944 0.006 998.0 0.0009737 120.0
455 9.4630282 0.005 2.3038 0.006 998.0 0.0009737 132.0
456 1.9950678 0.0113 2.3038 0.006 998.0 0.0009737 132.0
457 0.88098496 0.0177 2.3038 0.006 998.0 0.0009737 132.0
458 0.50532636 0.024 2.3038 0.006 998.0 0.0009737 132.0
459 0.3317589 0.0303 2.3038 0.006 998.0 0.0009737 132.0
460 0.23638575 0.0367 2.3038 0.006 998.0 0.0009737 132.0
461 0.17799163 0.043 2.3038 0.006 998.0 0.0009737 132.0
462 0.13969135 0.0493 2.3038 0.006 998.0 0.0009737 132.0
463 0.1129909 0.0557 2.3038 0.006 998.0 0.0009737 132.0
464 0.093488313 0.062 2.3038 0.006 998.0 0.0009737 132.0
465 0.079005829 0.0683 2.3038 0.006 998.0 0.0009737 132.0
466 0.067981529 0.0747 2.3038 0.006 998.0 0.0009737 132.0
467 0.059164953 0.081 2.3038 0.006 998.0 0.0009737 132.0
468 0.051977144 0.0873 2.3038 0.006 998.0 0.0009737 132.0
469 0.046188973 0.0937 2.3038 0.006 998.0 0.0009737 132.0
470 0.041381833 0.1 2.3038 0.006 998.0 0.0009737 132.0
471 9.6407875 0.005 2.5133 0.006 998.0 0.0009737 144.0
472 2.0349107 0.0113 2.5133 0.006 998.0 0.0009737 144.0
473 0.89764718 0.0177 2.5133 0.006 998.0 0.0009737 144.0
474 0.51444803 0.024 2.5133 0.006 998.0 0.0009737 144.0
475 0.33762426 0.0303 2.5133 0.006 998.0 0.0009737 144.0
476 0.24056441 0.0367 2.5133 0.006 998.0 0.0009737 144.0
477 0.18144198 0.043 2.5133 0.006 998.0 0.0009737 144.0
478 0.14245695 0.0493 2.5133 0.006 998.0 0.0009737 144.0
479 0.11518133 0.0557 2.5133 0.006 998.0 0.0009737 144.0
480 0.095555938 0.062 2.5133 0.006 998.0 0.0009737 144.0
481 0.080990351 0.0683 2.5133 0.006 998.0 0.0009737 144.0
482 0.060592016 0.081 2.5133 0.006 998.0 0.0009737 144.0
483 0.053392773 0.0873 2.5133 0.006 998.0 0.0009737 144.0
484 0.04755294 0.0937 2.5133 0.006 998.0 0.0009737 144.0
485 0.042596924 0.1 2.5133 0.006 998.0 0.0009737 144.0
486 9.8276929 0.005 2.7227 0.006 998.0 0.0009737 156.0
487 0.52409548 0.024 2.7227 0.006 998.0 0.0009737 156.0
488 0.24544816 0.0367 2.7227 0.006 998.0 0.0009737 156.0
489 0.18530148 0.043 2.7227 0.006 998.0 0.0009737 156.0
490 0.14549139 0.0493 2.7227 0.006 998.0 0.0009737 156.0
491 0.11815108 0.0557 2.7227 0.006 998.0 0.0009737 156.0
492 0.098157964 0.062 2.7227 0.006 998.0 0.0009737 156.0
493 0.082989077 0.0683 2.7227 0.006 998.0 0.0009737 156.0
494 0.071532955 0.0747 2.7227 0.006 998.0 0.0009737 156.0
495 0.062369952 0.081 2.7227 0.006 998.0 0.0009737 156.0
496 0.048905535 0.0937 2.7227 0.006 998.0 0.0009737 156.0
497 0.043831826 0.1 2.7227 0.006 998.0 0.0009737 156.0
498 9.995383 0.005 2.9322 0.006 998.0 0.0009737 168.0
499 2.1140399 0.0113 2.9322 0.006 998.0 0.0009737 168.0
500 0.93244911 0.0177 2.9322 0.006 998.0 0.0009737 168.0
501 0.53420153 0.024 2.9322 0.006 998.0 0.0009737 168.0
502 0.35087167 0.0303 2.9322 0.006 998.0 0.0009737 168.0
503 0.18925834 0.043 2.9322 0.006 998.0 0.0009737 168.0
504 0.14926853 0.0493 2.9322 0.006 998.0 0.0009737 168.0
505 0.12121479 0.0557 2.9322 0.006 998.0 0.0009737 168.0
506 0.10081764 0.062 2.9322 0.006 998.0 0.0009737 168.0
507 0.085475736 0.0683 2.9322 0.006 998.0 0.0009737 168.0
508 0.073425533 0.0747 2.9322 0.006 998.0 0.0009737 168.0
509 0.064053565 0.081 2.9322 0.006 998.0 0.0009737 168.0
510 0.056485485 0.0873 2.9322 0.006 998.0 0.0009737 168.0
511 0.050388312 0.0937 2.9322 0.006 998.0 0.0009737 168.0
512 0.045093107 0.1 2.9322 0.006 998.0 0.0009737 168.0
513 10.172919 0.005 3.1416 0.006 998.0 0.0009737 180.0
514 0.95061008 0.0177 3.1416 0.006 998.0 0.0009737 180.0
515 0.54493877 0.024 3.1416 0.006 998.0 0.0009737 180.0
516 0.35799453 0.0303 3.1416 0.006 998.0 0.0009737 180.0
517 0.25591651 0.0367 3.1416 0.006 998.0 0.0009737 180.0
518 0.19371512 0.043 3.1416 0.006 998.0 0.0009737 180.0
519 0.15302703 0.0493 3.1416 0.006 998.0 0.0009737 180.0
520 0.12442964 0.0557 3.1416 0.006 998.0 0.0009737 180.0
521 0.10358696 0.062 3.1416 0.006 998.0 0.0009737 180.0
522 0.087872184 0.0683 3.1416 0.006 998.0 0.0009737 180.0
523 0.075690729 0.0747 3.1416 0.006 998.0 0.0009737 180.0
524 0.066033364 0.081 3.1416 0.006 998.0 0.0009737 180.0
525 0.058068045 0.0873 3.1416 0.006 998.0 0.0009737 180.0
526 0.051829398 0.0937 3.1416 0.006 998.0 0.0009737 180.0
527 0.046487124 0.1 3.1416 0.006 998.0 0.0009737 180.0
616 1.6981139 0.0113 0.0175 0.007 998.0 0.0009737 1.0
617 0.23771173 0.0303 0.0175 0.007 998.0 0.0009737 1.0
618 0.16302305 0.0367 0.0175 0.007 998.0 0.0009737 1.0
619 0.1184872 0.043 0.0175 0.007 998.0 0.0009737 1.0
620 0.090083279 0.0493 0.0175 0.007 998.0 0.0009737 1.0
621 0.070803858 0.0557 0.0175 0.007 998.0 0.0009737 1.0
622 0.047054447 0.0683 0.0175 0.007 998.0 0.0009737 1.0
623 0.039437348 0.0747 0.0175 0.007 998.0 0.0009737 1.0
624 0.033535494 0.081 0.0175 0.007 998.0 0.0009737 1.0
625 8.8937928 0.005 0.2094 0.007 998.0 0.0009737 12.0
626 1.7411323 0.0113 0.2094 0.007 998.0 0.0009737 12.0
627 0.72314662 0.0177 0.2094 0.007 998.0 0.0009737 12.0
628 0.39598894 0.024 0.2094 0.007 998.0 0.0009737 12.0
629 0.25059703 0.0303 0.2094 0.007 998.0 0.0009737 12.0
630 0.17335541 0.0367 0.2094 0.007 998.0 0.0009737 12.0
631 0.1273743 0.043 0.2094 0.007 998.0 0.0009737 12.0
632 0.097783725 0.0493 0.2094 0.007 998.0 0.0009737 12.0
633 0.077536488 0.0557 0.2094 0.007 998.0 0.0009737 12.0
634 0.063101337 0.062 0.2094 0.007 998.0 0.0009737 12.0
635 0.044283482 0.0747 0.2094 0.007 998.0 0.0009737 12.0
636 0.037905637 0.081 0.2094 0.007 998.0 0.0009737 12.0
637 0.032859285 0.0873 0.2094 0.007 998.0 0.0009737 12.0
638 0.028805464 0.0937 0.2094 0.007 998.0 0.0009737 12.0
639 0.025447431 0.1 0.2094 0.007 998.0 0.0009737 12.0
640 9.1051952 0.005 0.4189 0.007 998.0 0.0009737 24.0
641 1.8056403 0.0113 0.4189 0.007 998.0 0.0009737 24.0
642 0.76465377 0.0177 0.4189 0.007 998.0 0.0009737 24.0
643 0.42570905 0.024 0.4189 0.007 998.0 0.0009737 24.0
644 0.2732631 0.0303 0.4189 0.007 998.0 0.0009737 24.0
645 0.14139891 0.043 0.4189 0.007 998.0 0.0009737 24.0
646 0.1091075 0.0493 0.4189 0.007 998.0 0.0009737 24.0
647 0.08684473 0.0557 0.4189 0.007 998.0 0.0009737 24.0
648 0.070724204 0.062 0.4189 0.007 998.0 0.0009737 24.0
649 0.058901644 0.0683 0.4189 0.007 998.0 0.0009737 24.0
650 0.049801355 0.0747 0.4189 0.007 998.0 0.0009737 24.0
651 0.042711381 0.081 0.4189 0.007 998.0 0.0009737 24.0
652 0.036977328 0.0873 0.4189 0.007 998.0 0.0009737 24.0
653 0.03255912 0.0937 0.4189 0.007 998.0 0.0009737 24.0
654 0.028706644 0.1 0.4189 0.007 998.0 0.0009737 24.0
